review_id,company,employee_role,employee_detail,review_text,review_date,star_rating,sentiment,predicted_label,predicted_score
50085799,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Júnior,"Funcionário(a) atual, mais de 3 anos",Não há muita pressão para executar o trabalho proposto,2021-07-21,3.0,1,Neutral,0.9614776372909546
34639566,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Sênior,"Funcionário(a) atual, mais de 8 anos","A Ábaco T.I. é uma empresa baseada no centro-oeste Brasileiro e especializada no desenvolvimento de sistemas para gestão pública. Atua em diversos estados brasileiros atendendo entidades públicas como secretarias de estado, prefeituras e autarquias a gerir e exercer as atividades estatais com qualidade e eficiência. É uma referência em serviços de TI para o setor público no Brasil.



Nesta empresa você será desafiado a expandir suas capacidade e terá certamente a oportunidade de vivenciar na prática o dia a dia de uma empresa que desenvolve softwares a mais de 20 anos, atendendo grandes clientes, criando, evoluindo e mantendo grandes sistemas de missão crítica.",2020-08-05,5.0,1,Neutral,0.9381822347640992
27147570,Abaco Tecnologia de Informação Ltda,Programador I Júnior,Funcionário(a) atual,"Empresa paga salário em dia e está sempre preocupada com o bem estar do funcionário, possibilitando ao funcionário algumas 'regalias' em relação aos horários.",2016-03-23,3.0,1,Neutral,0.972153663635254
26853968,Abaco Tecnologia de Informação Ltda,Analista De Suporte,"Ex-funcionário(a), menos de um ano","Pagamento em dia rigorosamente, apesar que trabalhei em atendimento a um órgão público, meu gestor sempre me ligava preocupado com meu bem estar e perguntando sobre o ambiente de trabalho.",2017-05-20,5.0,1,Neutral,0.9787272810935974
26972708,Abaco Tecnologia de Informação Ltda,Assistente Administrativo,Funcionário(a) atual,Reconhecimento. Plano de carreira. Benefícios e oportunidade de desenvolvimento profissional e pessoal em um âmbito global. Programa de qualidade de vida,2018-02-21,5.0,1,Neutral,0.9111699461936952
37937817,Abaco Tecnologia de Informação Ltda,UX Designer,Funcionário(a) atual,"nem queria avaliar o glassdor esta me obrigando, isso é muito ruim para a usabilidade do cliente.",2020-11-03,3.0,1,Negative,0.9674457311630248
39636506,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Pleno,Funcionário(a) atual,"Salário em dia, nunca houve um atraso.",2020-12-19,4.0,1,Neutral,0.9754413962364196
27064701,Abaco Tecnologia de Informação Ltda,Programador Pleno V,Funcionário(a) atual,Salário em dia.,2018-09-18,4.0,1,Neutral,0.9767295122146606
40142310,Abaco Tecnologia de Informação Ltda,Suporte Técnico,Funcionário(a) atual,O salario para a função que exerci era de certa forma bom,2021-01-05,2.0,1,Neutral,0.9705908298492432
44010493,Abaco Tecnologia de Informação Ltda,Analista de Sistemas Sênior,"Ex-funcionário(a), mais de 8 anos",Da oportunidade para começar carreira,2021-03-15,3.0,1,Neutral,0.9721614122390748
29957917,Abaco Tecnologia de Informação Ltda,Técnico De Suporte,"Funcionário(a) atual, mais de um ano","Apoio em ensinar, trabalho em equipe",2019-10-22,3.0,1,Neutral,0.8579699993133545
46177362,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,Funcionário(a) atual,Com o home office o trabalho ficou mais próximo da família e também mais desafiador,2021-04-28,3.0,1,Neutral,0.9845752716064452
37479741,Abaco Tecnologia de Informação Ltda,Analista De Sistemas,Funcionário(a) atual,"Paga em dia, tem antecipado 30% salário dentro do próprio mês",2020-10-22,4.0,1,Neutral,0.9858790040016174
34668297,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Sênior,"Ex-funcionário(a), mais de 8 anos",Da oportunidade para inicio de carreira como mao de obra barata.,2020-08-06,3.0,1,Neutral,0.980305552482605
38730109,Abaco Tecnologia de Informação Ltda,Analista de Negócios Pleno,Ex-funcionário(a),"Valoriza o profissional, é uma empresa justa.

Apoia Certificações.",2020-11-25,4.0,1,Neutral,0.8243542313575745
48290603,Abaco Tecnologia de Informação Ltda,Gerente De Projetos,Funcionário(a) atual,"Liberdade para trabalhar, acessibilidade e salário.",2021-06-13,3.0,1,Neutral,0.986273229122162
81269919,Agenda Assessoria,Analista De Sistemas Sênior,"Funcionário(a) atual, mais de 8 anos",Limpeza Bons Equipamentos Almoço excelente,2023-10-25,5.0,1,Neutral,0.7094155550003052
84273018,Agenda Assessoria,Consultor Técnico,Funcionário(a) atual,"Certa estabilidade visto que para o ramo da empresa é difícil encontrar pessoas qualificadas.
",2024-02-11,4.0,1,Neutral,0.9335650205612184
79695669,Agenda Assessoria,Analista De Qualidade Pleno,Funcionário(a) atual,"Durante esses 5 anos adiquiri conhecimento técnico em testes de qualidade, o que contribuiu para a melhoria contínua dos processos e produtos da empresa. Equipe colaborativa, facilitando a comunicação e resolução de problemas. Mentoria e Treinamento: Além das responsabilidades regulares, cresci em Soft skills ao orientar e treinar novos membros da equipe, contribuindo para o crescimento e desenvolvimento de talentos internos.",2023-09-01,4.0,1,Neutral,0.9242663383483888
79135080,Agenda Assessoria,Consultor Técnico,Funcionário(a) atual,Ambiente acolhedor no escritório de atendimento Dificuldades reais trazem aprendizados reais Funcionários extremamente qualificados,2023-08-14,5.0,1,Neutral,0.9642935991287231
76993565,Agenda Assessoria,Consultor Sênior,"Funcionário(a) atual, mais de 5 anos","Renumeração rigorosamente em dia, impostos e contribuições sempre recolhidas, bom ambiente de trabalho, equipamentos compatíveis com a atividades, excelente estrutura e respeito para o colaborador;",2023-06-01,5.0,1,Neutral,0.897586464881897
76885180,Agenda Assessoria,Recenseador,"Funcionário(a) atual, menos de um ano","Pagamento em dia, apenas um salário em contrato temporário, mas pagavam vale alimentação.",2023-05-29,5.0,1,Neutral,0.988362729549408
76260714,Agenda Assessoria,Consultor Técnico,"Funcionário(a) atual, mais de 5 anos","nada para declarar como pós, alem da possibilidade de obter conhecimento e pouco",2023-05-09,1.0,1,Neutral,0.9799285531044006
68702522,Agenda Assessoria,Consultor,Ex-funcionário(a),"Pagam em dia, tudo regularizado.",2022-09-04,1.0,1,Neutral,0.9741166234016418
68121994,Agenda Assessoria,Analista De Requisitos,Funcionário(a) atual,Ambiente muito receptivo e acolhedor,2022-08-19,3.0,1,Negative,0.8670302033424377
67307904,Agenda Assessoria,Desenvolvedor Sênior,Funcionário(a) atual,Existem vários prós para esta empresa.,2022-07-29,5.0,1,Neutral,0.9774662852287292
66458261,Agenda Assessoria,Advogado Pleno,Ex-funcionário(a),"Muito Correta com pagamentos, deveres e obrigações",2022-07-08,5.0,1,Negative,0.9585627913475036
66284241,Agenda Assessoria,Analista De Qualidade,Funcionário(a) atual,"em uma outra oportunidade, respondo o questionamento.",2022-07-04,4.0,1,Neutral,0.9901143312454224
63663838,Agenda Assessoria,Consultor Técnico,Funcionário(a) atual,Para primeiro emprego e colocação no mercado de trabalho é boa.,2022-05-04,2.0,1,Neutral,0.9537498950958252
62735876,Agenda Assessoria,Analista De Implantação,Funcionário(a) atual,A empresa capacita os funcionários.,2022-04-13,4.0,1,Neutral,0.954092800617218
54189457,Agenda Assessoria,Consultor Técnico,"Funcionário(a) atual, mais de 3 anos",oportunidades de aprender novas funções já que a empresa distribui diversas atividades de outros setores,2021-10-19,2.0,1,Neutral,0.9739058017730712
55626681,Agenda Assessoria,Analista,Funcionário(a) atual,"oportunidade, pessoas que te auxiliam mt no crescimento",2021-11-20,4.0,1,Neutral,0.7906245589256287
56290408,Agenda Assessoria,Coordenador,"Ex-funcionário(a), menos de um ano",Salário e cuidado do colaborador,2021-12-06,3.0,1,Neutral,0.9830192923545836
50173513,Agenda Assessoria,Consultor Técnico,"Funcionário(a) atual, mais de 3 anos","Faço a gestão do meu próprio trabalho, tenho um líder amigo, muito empático e que nos incentiva a crescer.

Tem um plano de cargos e salários que, neste cargo, pode chegar a um $8000,00.",2021-07-23,4.0,1,Neutral,0.7583638429641724
55285409,Agenda Assessoria,Consultor Técnico,Funcionário(a) atual,Auxílio de 180 reais para plano de saude particular.,2021-11-12,1.0,1,Neutral,0.9860398769378662
54647519,Agenda Assessoria,Desenvolvedor,Ex-funcionário(a),"Reconhecimento profissional, salário justo, gestão humanizada.",2021-10-28,5.0,1,Neutral,0.9631534218788148
52619463,Agenda Assessoria,Assistente Técnico,"Funcionário(a) atual, menos de um ano","De segunda-feira a sexta-feira
Plano de saúde
Boa refeição",2021-09-15,2.0,1,Neutral,0.978061318397522
49090798,Agenda Assessoria,Técnico Operacional,"Funcionário(a) atual, menos de um ano","Ambiente de trabalho, equipe de colaboradores",2021-06-29,4.0,1,Neutral,0.9870988726615906
27127286,Agenda Assessoria,Técnico Em Suporte Técnico,Funcionário(a) atual,"Organização de processos, ambiente de trabalho adequado e agradável, remuneração rigorosamente em dias. A empresa oferece um plano de carreira, mas não se aplica a todas as áreas.",2019-01-08,3.0,1,Neutral,0.9836106300354004
40663734,Agenda Assessoria,QA Analyst,"Funcionário(a) atual, mais de 5 anos","A equipe é o diferencial
Espaço gourmet
Mesa de Ping pong e vídeo games no horário de almoço disponível",2021-01-13,3.0,1,Neutral,0.9885369539260864
28408933,Agenda Assessoria,Contador Sênior,"Funcionário(a) atual, mais de 3 anos",Salários incompatível com o mercado para uma responsabilidade grande.,2019-08-02,3.0,1,Negative,0.9585022926330566
69133783,Agenda Assessoria,Técnico Operacional,"Ex-funcionário(a), mais de 3 anos",Salário em dias. Ambiente organizado.,2022-09-16,2.0,1,Neutral,0.9404960870742798
83518441,Amaggi,Coordenador Técnico,"Funcionário(a) atual, mais de 3 anos","salario, vale, unimed, plano de carreira",2024-01-19,5.0,1,Neutral,0.9898303151130676
82745698,Amaggi,Assistente Comercial,"Ex-funcionário(a), menos de um ano","bom para aprender
bom para novatos",2023-12-20,3.0,1,Neutral,0.7051678895950317
82269229,Amaggi,Comprador Júnior,"Ex-funcionário(a), menos de um ano",Ambiente amigavel e acolhedor para trabalhar,2023-12-02,4.0,1,Neutral,0.6061698794364929
81903759,Amaggi,Engenheiro De Produção,Ex-funcionário(a),Uma empresa que da valor aos seus colaboradores,2023-11-17,5.0,1,Neutral,0.7615102529525757
81695505,Amaggi,Supervisor,"Funcionário(a) atual, mais de 5 anos","Estabilidade, salário em dia, facilidade de financiamento pelo banco da empresa",2023-11-09,2.0,1,Neutral,0.9785455465316772
81263197,Amaggi,Marinheiro De Convés,Ex-funcionário(a),difícil de subir de cargo,2023-10-25,5.0,1,Neutral,0.5223056077957153
79751692,Amaggi,Segurança Patrimonial,"Funcionário(a) atual, mais de 5 anos","Empresas já consolidada no mercado bons benefícios plano de saúde PPR, a gestão é tranquila mantém o respeito.",2023-09-04,5.0,1,Neutral,0.6848212480545044
81127912,Amaggi,Coordenador,"Funcionário(a) atual, menos de um ano",Empresa investe bastante para os funcionários trabalhar em segurança.,2023-10-20,4.0,1,Neutral,0.9617974758148192
80767816,Amaggi,Analista De Operações Financeiras,"Funcionário(a) atual, mais de um ano","Empresa com planos ambiciosos de crescimento, com um ambiente de trabalho que proporciona o crescimento.",2023-10-08,5.0,1,Neutral,0.9011892080307008
80958243,Amaggi,Coordenador Técnico,"Ex-funcionário(a), mais de 3 anos","Vale alimentação, Unimed, prioridade em segurança",2023-10-15,3.0,1,Neutral,0.9871879816055298
79826371,Amaggi,Funcionário confidencial,"Ex-funcionário(a), mais de um ano","Benefícios, pagamento todo penúltimo dia do mês. Banco de horas, Vale alimentação, Plano de Saúde",2023-09-06,4.0,1,Neutral,0.9744086265563964
80241480,Amaggi,Jovem Aprendiz Administrativo,"Funcionário(a) atual, mais de um ano",é uma empresa que dá oportunidades ao colaborador de crescer.,2023-09-20,5.0,1,Neutral,0.8735159635543823
80400151,Amaggi,Coordenador De Sustentabilidade,Ex-funcionário(a),"estrutura, governança suporte, sustentabilidade maior de MT",2023-09-25,4.0,1,Neutral,0.9818757176399232
80420584,Amaggi,Assistente De Processos,Funcionário(a) atual,"Escritório climatizado, equipamentos atuais, ppr, bons beneficios",2023-09-26,4.0,1,Neutral,0.584990382194519
79530371,Amaggi,Analista De Planejamento E Controle De Manutenção,Ex-funcionário(a),"Segurança sempre priorizada, participação ativa dos gestores, ppr justa, auxílios bons.",2023-08-27,5.0,1,Neutral,0.9576557874679564
76772632,Amaggi,Gerente,"Funcionário(a) atual, mais de 10 anos","Amaggi proporciona o crescimento profissional e pessoal, os profissionais que trabalham ou trabalharam na Amaggi são reconhecidos pelo mercado como extremamente qualificados e habilitados para qualquer desafios.",2023-05-25,5.0,1,Neutral,0.7980347871780396
77967436,Amaggi,Analista De Sistemas,"Funcionário(a) atual, mais de 8 anos",Salario compatível ao do mercado.,2023-07-05,3.0,1,Neutral,0.9673442244529724
78338191,Amaggi,Assistente,"Funcionário(a) atual, mais de 3 anos",Bons beneficios e plano de carreira,2023-07-17,5.0,1,Neutral,0.9750896096229552
77689674,Amaggi,MFC,"Ex-funcionário(a), mais de 3 anos","Otimos beneficios, possibilidade de crescimento na carreira",2023-06-25,5.0,1,Neutral,0.619803249835968
77599165,Amaggi,Analista Pleno,"Ex-funcionário(a), mais de um ano","Salario, reconhecimento, liberdade, autonomia e apoio",2023-06-21,4.0,1,Neutral,0.9797566533088684
77438769,Amaggi,Coordenador De Suprimentos,Ex-funcionário(a),Ambiente agradável e oportunidades de crescimento.,2023-06-16,5.0,1,Neutral,0.6239200234413147
76823317,Amaggi,Supervisor/Coordenador,"Ex-funcionário(a), mais de 10 anos",Capacidade financeira Empreendedorismo Investimento em tecologia,2023-05-26,2.0,1,Neutral,0.9847822785377502
77099172,Amaggi,Analista Sênior,"Ex-funcionário(a), mais de um ano","Oportunidade de desenvolvimento profissional, oportunidade de carreira.",2023-06-05,5.0,1,Neutral,0.9649314880371094
77224369,Amaggi,Assistente De Benefícios,"Ex-funcionário(a), menos de um ano",Salários e benefícios valem muito a pena,2023-06-09,5.0,1,Neutral,0.7825223207473755
76698581,Amaggi,Funcionário confidencial,Funcionário(a) atual,Trabalhar sobre pressão e em ambiente dinâmico,2023-05-23,3.0,1,Neutral,0.9904798865318298
76722045,Amaggi,Analista,"Funcionário(a) atual, mais de 8 anos","Bons Benefícios, Bom Salário inicial, Reconhecimento.",2023-05-23,5.0,1,Neutral,0.8893402814865112
75937223,Amaggi,Classificador De Grãos,Funcionário(a) atual,Dando curso de aperfeiçoamento para o colaborador.,2023-04-28,5.0,1,Neutral,0.9794232249259948
76445423,Amaggi,Assistente Técnico De Lavoura,"Ex-funcionário(a), mais de um ano",Presta muito treinamento aos colaboradores,2023-05-15,5.0,1,Neutral,0.9681901931762696
76515009,Amaggi,Analista Socioambiental,"Funcionário(a) atual, mais de um ano",Salário e Benefícios Ambiente de Trabalho,2023-05-17,4.0,1,Neutral,0.9887439012527466
76084704,Amaggi,Assistente Técnico de Vendas - ATV,Ex-funcionário(a),A segurança vem em primeiro lugar,2023-05-03,5.0,1,Neutral,0.9675859212875366
76235635,Amaggi,Motorista Carreteiro,Ex-funcionário(a),Contratando funcionários e dando muitas oportunidades,2023-05-08,3.0,1,Neutral,0.8426384925842285
76083665,Amaggi,Sales Management Trainee,Funcionário(a) atual,"beneficios,vale alimentação, alimentação local,plano de saúde",2023-05-03,5.0,1,Neutral,0.9856438636779784
75482821,Amaggi,Mantenedor Mecânico,Funcionário(a) atual,"otimos beneficios, plano de carreira e oportunidades",2023-04-13,5.0,1,Neutral,0.9446525573730468
74379474,Amaggi,Mecânico de Máquinas Pesadas Sênior,Funcionário(a) atual,Credibilidade e confiança nas entregas,2023-03-10,3.0,1,Neutral,0.8309243321418762
74683441,Amaggi,Operador De Produção I,Funcionário(a) atual,Otimos beneficios que visam o cresciento profissional,2023-03-20,4.0,1,Neutral,0.7603615522384644
73767414,Amaggi,Analista de Infraestrutura e Suporte,Funcionário(a) atual,"Dá oportunidade de crescimento, de desenvolvimento, mudança de função.",2023-02-19,4.0,1,Neutral,0.965082824230194
73956392,Amaggi,Engenheiro Agrícola,Funcionário(a) atual,Empresa com ambiente enriquecedor e desenvolvimento profissional.,2023-02-24,5.0,1,Neutral,0.8027058839797974
73959312,Amaggi,Auxiliar De Produção,"Ex-funcionário(a), menos de um ano",Alimentação Transporte plano de saúde Odontológico,2023-02-24,5.0,1,Neutral,0.9906356930732728
73591010,Amaggi,Assistente Administrativo,Funcionário(a) atual,Bom salario Bons benefícios Oportunidade crescimento,2023-02-13,4.0,1,Neutral,0.9285283088684082
72942007,Amaggi,Assistente De PCM,Ex-funcionário(a),"Paga todos benefícios, ajuda com horas extras",2023-01-24,5.0,1,Neutral,0.9814272522926332
71068613,Amaggi,Analista Sênior,"Ex-funcionário(a), mais de 8 anos",Estabilidade para fazer carreira. Processos bem definidos. Pontualidade com seus compromissos,2022-11-14,2.0,1,Neutral,0.88639235496521
71669520,Amaggi,Supervisor/Coordenador De Manutenção,Ex-funcionário(a),"Empresa seriamente comprometida,com seus pilares, agregando valores em processos, gestão e segurança.",2022-12-06,5.0,1,Negative,0.9021220207214355
72077475,Amaggi,Analista Qualidade,Ex-funcionário(a),Empresa possui banco de horas. Flexibilidade de trabalho,2022-12-22,4.0,1,Neutral,0.9722761511802672
73595045,Amaggi,Estágio Superior,"Ex-funcionário(a), menos de um ano",a empresa é muito conhecida no agro,2023-02-13,1.0,1,Neutral,0.9630438685417176
71176825,Amaggi,Supervisor/Coordenador,"Funcionário(a) atual, mais de 5 anos","Empresa com baixa mudança, o que propociar que tenha colaboradores muito antigos.",2022-11-17,4.0,1,Neutral,0.824466347694397
71249651,Amaggi,Assistente Técnico De Lavoura,"Funcionário(a) atual, menos de um ano","Aprendizado, vale alimentação, não tem gasto com moradia",2022-11-20,4.0,1,Neutral,0.988447368144989
71421115,Amaggi,Assistente Administrativo,"Funcionário(a) atual, mais de um ano",Benefícios compatíveis com a do mercado.,2022-11-27,3.0,1,Neutral,0.9736576676368712
71086600,Amaggi,Gerente Geral,Funcionário(a) atual,Autonomia para trabalhar com as equipes,2022-11-15,3.0,1,Neutral,0.9773433208465576
71003493,Amaggi,Auxiliar Administrativo,"Ex-funcionário(a), mais de um ano",Plano de Carreira dentro da empresa,2022-11-11,4.0,1,Neutral,0.9887958765029908
69907099,Amaggi,Auxiliar Administrativo,"Funcionário(a) atual, mais de 5 anos",trabalhar na Amaggi é motivo de ganhar conhecimento e experiência de vida,2022-10-07,5.0,1,Neutral,0.9234375357627868
66306725,Amaggi,Auxiliar Administrativo,"Ex-funcionário(a), mais de um ano","benefícios como previdência privada, ppr e vale alimentação.",2022-07-05,2.0,1,Neutral,0.9872133135795592
68502914,Amaggi,Supervisor De Pesquisa,"Funcionário(a) atual, mais de um ano","Líderes abertos a inovação, respeito aos colaboradores, ambiente saudável, remuneração adequada, programas de educação corporativa.",2022-08-30,4.0,1,Neutral,0.9641302227973938
69334286,Amaggi,Assistente De Tesouraria,Funcionário(a) atual,"PPR, Seguro de vida, instalações, infraestrutura.",2022-09-22,4.0,1,Neutral,0.9908926486968994
68995499,Amaggi,Analista RH Jr,Funcionário(a) atual,"Gestão, benefícios, perspectiva de carreira, flexibilidade",2022-09-13,5.0,1,Neutral,0.9875943660736084
68522585,Amaggi,Recursos Humanos,"Funcionário(a) atual, mais de 8 anos","Clima, segurança, desenvolvimento, equipamentos e gestão.",2022-08-30,5.0,1,Neutral,0.987058699131012
69160857,Amaggi,Auxiliar De Limpeza,"Funcionário(a) atual, mais de um ano",Falta de alojamento para funcionario,2022-09-17,3.0,1,Neutral,0.9240387678146362
68498579,Amaggi,Coordenador Administrativo,Funcionário(a) atual,"seriedade, compromissos com cliente e fornecedores",2022-08-30,5.0,1,Neutral,0.9638208746910096
67998193,Amaggi,Líder De Segurança Patrimonial,"Funcionário(a) atual, mais de 8 anos",Empresa seria com potencial no mercado de trabalho,2022-08-16,5.0,1,Neutral,0.8148338198661804
65260821,Amaggi,Analista De Sistemas Sênior,"Ex-funcionário(a), menos de um ano","Tecnologias de ponta, aplicações e recursos de infraestrutura cloud exemplar.

Um parque Tecnológico bem sortido com várias linguagens de programação.",2022-06-08,5.0,1,Neutral,0.8351532220840454
67046949,Amaggi,Coordenador,Funcionário(a) atual,"Relacionamento, liderança proxima, autonomia nas decisões",2022-07-22,5.0,1,Neutral,0.9814846515655518
66511840,Amaggi,Técnico Em Segurança Do Trabalho,"Funcionário(a) atual, mais de um ano","Benefícios, estrutura corporativa, salário e PPR",2022-07-10,4.0,1,Neutral,0.9901070594787598
66231272,Amaggi,Auxiliar Administrativo,"Ex-funcionário(a), mais de 3 anos","Programas de mentorias, local de trabalho",2022-07-02,5.0,1,Neutral,0.9841743111610411
