review_id,company,employee_role,employee_detail,review_text,review_date,star_rating,sentiment,predicted_label,predicted_score
67402809,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Desenvolvedor,Funcionário(a) atual,A empresa sempre está de portas abertas para quem saiu e precisou voltar.,1 de ago. de 2022,3.0,1,Neutral,0.9880545735359192
67980596,Abaco Tecnologia de Informação Ltda,Analista De Suporte Júnior,"Funcionário(a) atual, mais de 3 anos",Equipe e gerencia sempre presentes,16 de ago. de 2022,4.0,1,Neutral,0.8331637978553772
67827325,Abaco Tecnologia de Informação Ltda,Analista De Negócios Pleno,"Funcionário(a) atual, mais de 5 anos","Salário em dia, pagamento acima da média do mercado",11 de ago. de 2022,4.0,1,Neutral,0.9450759887695312
67164500,Abaco Tecnologia de Informação Ltda,Desenvolvedor De Sistemas,"Ex-funcionário(a), mais de 3 anos",Entrega boa pra iniciar carreira. Pessoas seria e comprometidas,26 de jul. de 2022,3.0,1,Positive,0.9857738018035889
64097338,Abaco Tecnologia de Informação Ltda,Analista De Projetos,"Ex-funcionário(a), mais de um ano","Mesmo eu tendo um bom currículo, boas experiências de mercado, 2 formações acadêmicas e uma pós graduação, o salário era muito abaixo, mas foi o que surgiu primeiro, e o salário pelo menos era pago em dia.",13 de mai. de 2022,1.0,1,Neutral,0.9809668064117432
58462382,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Desenvolvedor,"Ex-funcionário(a), mais de 5 anos",Dá oportunidade para o colaborador crescer profissionalmente e aprender novas habilidades,24 de jan. de 2022,5.0,1,Neutral,0.9531552791595459
57799878,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,Funcionário(a) atual,"Aprendizado constante, muitas informações e sistema bacana",12 de jan. de 2022,3.0,1,Positive,0.9686564207077026
57210148,Abaco Tecnologia de Informação Ltda,Técnico Suporte N2,Funcionário(a) atual,"- Colaboradores

- Flexibilidade

- Benefícios

- Home Office

- Chances de crescimento",29 de dez. de 2021,4.0,1,Neutral,0.988382875919342
56967705,Abaco Tecnologia de Informação Ltda,Consultor TI,Funcionário(a) atual,"Boa empresa, possibilidade de crescimento, híbrido ou home office",21 de dez. de 2021,4.0,1,Positive,0.9821155071258545
50982764,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,Funcionário(a) atual,Colegas sempre dispostos a ajudar quando necessário. Projeto de grande porte com possibilidade de aprendizado constante.,11 de ago. de 2021,4.0,1,Positive,0.6462181806564331
51101866,Abaco Tecnologia de Informação Ltda,Analista De Negócios Pleno,Funcionário(a) atual,"Pagamento sempre em dia, nunca houveram atrasos desde quando entrei;",13 de ago. de 2021,3.0,1,Neutral,0.9626945853233337
50085799,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Júnior,"Funcionário(a) atual, mais de 3 anos",Não há muita pressão para executar o trabalho proposto,21 de jul. de 2021,3.0,1,Neutral,0.9614776372909546
49390341,Abaco Tecnologia de Informação Ltda,Analista De Negócios Júnior,Funcionário(a) atual,Uma boa empresa para trabalhar.,6 de jul. de 2021,4.0,1,Positive,0.9788534641265869
34639566,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Sênior,"Funcionário(a) atual, mais de 8 anos","A Ábaco T.I. é uma empresa baseada no centro-oeste Brasileiro e especializada no desenvolvimento de sistemas para gestão pública. Atua em diversos estados brasileiros atendendo entidades públicas como secretarias de estado, prefeituras e autarquias a gerir e exercer as atividades estatais com qualidade e eficiência. É uma referência em serviços de TI para o setor público no Brasil.



Nesta empresa você será desafiado a expandir suas capacidade e terá certamente a oportunidade de vivenciar na prática o dia a dia de uma empresa que desenvolve softwares a mais de 20 anos, atendendo grandes clientes, criando, evoluindo e mantendo grandes sistemas de missão crítica.",5 de ago. de 2020,5.0,1,Neutral,0.9381822347640991
27147570,Abaco Tecnologia de Informação Ltda,Programador I Júnior,Funcionário(a) atual,"Empresa paga salário em dia e está sempre preocupada com o bem estar do funcionário, possibilitando ao funcionário algumas 'regalias' em relação aos horários.",23 de mar. de 2016,3.0,1,Neutral,0.9721536636352539
27091493,Abaco Tecnologia de Informação Ltda,Programador,"Ex-funcionário(a), menos de um ano",Estrutura fisica razoavel. Ambiente limpo. Salario em dia. Oportunidade de Ter experiencia em um Ambiente real de producao de softwares que se encontram em uso.,30 de out. de 2018,3.0,1,Positive,0.9656714200973511
41620294,Abaco Tecnologia de Informação Ltda,Analista de Sistemas Sênior,"Funcionário(a) atual, mais de 8 anos","Não atrasa salários, média salarial compatível com o mercado, ótimo ambiente de trabalho, ótimos colegas de trabalho, aprende-se muito devido aos desafios e complexidades que se apresentam no dia a dia.",29 de jan. de 2021,4.0,1,Positive,0.691577672958374
26853968,Abaco Tecnologia de Informação Ltda,Analista De Suporte,"Ex-funcionário(a), menos de um ano","Pagamento em dia rigorosamente, apesar que trabalhei em atendimento a um órgão público, meu gestor sempre me ligava preocupado com meu bem estar e perguntando sobre o ambiente de trabalho.",20 de mai. de 2017,5.0,1,Neutral,0.9787272810935974
26831341,Abaco Tecnologia de Informação Ltda,Desenvolvedor Genexus,Funcionário(a) atual,"A empresa tem uma boa flexibilidade de horário, com as devidas compensações posteriores. Paga os salários em dia. Ambiente saudável e equilibrado e liberdade para desenvolver o trabalho. Além de ser bem localizado.",10 de mar. de 2017,3.0,1,Positive,0.7003687024116516
26972708,Abaco Tecnologia de Informação Ltda,Assistente Administrativo,Funcionário(a) atual,Reconhecimento. Plano de carreira. Benefícios e oportunidade de desenvolvimento profissional e pessoal em um âmbito global. Programa de qualidade de vida,21 de fev. de 2018,5.0,1,Neutral,0.9111699461936951
39636506,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Pleno,Funcionário(a) atual,"Salário em dia, nunca houve um atraso.",19 de dez. de 2020,4.0,1,Neutral,0.9754413962364197
27064701,Abaco Tecnologia de Informação Ltda,Programador Pleno V,Funcionário(a) atual,Salário em dia.,18 de set. de 2018,4.0,1,Neutral,0.9767295122146606
21969829,Abaco Tecnologia de Informação Ltda,Information Technology Analyst,"Funcionário(a) atual, mais de um ano","A Ábaco possui bons benefícios, a empresa sempre comunica suas atividades via e-mail. O relacionamento com o cliente é excelente.",14 de ago. de 2018,5.0,1,Positive,0.9051528573036194
40142310,Abaco Tecnologia de Informação Ltda,Suporte Técnico,Funcionário(a) atual,O salario para a função que exerci era de certa forma bom,5 de jan. de 2021,2.0,1,Neutral,0.9705908298492432
44010493,Abaco Tecnologia de Informação Ltda,Analista de Sistemas Sênior,"Ex-funcionário(a), mais de 8 anos",Da oportunidade para começar carreira,15 de mar. de 2021,3.0,1,Neutral,0.9721614122390747
29957917,Abaco Tecnologia de Informação Ltda,Técnico De Suporte,"Funcionário(a) atual, mais de um ano","Apoio em ensinar, trabalho em equipe",22 de out. de 2019,3.0,1,Neutral,0.8579699993133545
46177362,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,Funcionário(a) atual,Com o home office o trabalho ficou mais próximo da família e também mais desafiador,28 de abr. de 2021,3.0,1,Neutral,0.9845752716064453
37479741,Abaco Tecnologia de Informação Ltda,Analista De Sistemas,Funcionário(a) atual,"Paga em dia, tem antecipado 30% salário dentro do próprio mês",22 de out. de 2020,4.0,1,Neutral,0.9858790040016174
34668297,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Sênior,"Ex-funcionário(a), mais de 8 anos",Da oportunidade para inicio de carreira como mao de obra barata.,6 de ago. de 2020,3.0,1,Neutral,0.980305552482605
48237357,Abaco Tecnologia de Informação Ltda,Analista De Negócios De TI Pleno,Funcionário(a) atual,Espirito de equipe entre os colegas é ótimo.,11 de jun. de 2021,3.0,1,Positive,0.9647570848464966
38730109,Abaco Tecnologia de Informação Ltda,Analista de Negócios Pleno,Ex-funcionário(a),"Valoriza o profissional, é uma empresa justa.

Apoia Certificações.",25 de nov. de 2020,4.0,1,Neutral,0.8243542313575745
48290603,Abaco Tecnologia de Informação Ltda,Gerente De Projetos,Funcionário(a) atual,"Liberdade para trabalhar, acessibilidade e salário.",13 de jun. de 2021,3.0,1,Neutral,0.9862732291221619
36808847,Abaco Tecnologia de Informação Ltda,Programador Júnior,"Funcionário(a) atual, menos de um ano",Excelente empresa para se trabalhar,6 de out. de 2020,4.0,1,Positive,0.9877552390098572
42342325,Abaco Tecnologia de Informação Ltda,Desenvolvedor Júnior,Funcionário(a) atual,"Pagam sempre em dia, bastante amigaveis",11 de fev. de 2021,4.0,1,Positive,0.9105600118637085
48308283,Abaco Tecnologia de Informação Ltda,Programador Júnior,"Funcionário(a) atual, mais de um ano",ótima empresa para se trabalhar,14 de jun. de 2021,5.0,1,Positive,0.9859840273857117
81269919,Agenda Assessoria,Analista De Sistemas Sênior,"Funcionário(a) atual, mais de 8 anos",Limpeza Bons Equipamentos Almoço excelente,25 de out. de 2023,5.0,1,Neutral,0.7094155550003052
84590987,Agenda Assessoria,Consultor Técnico,"Funcionário(a) atual, mais de 3 anos","Equipe 100% diversificada, bom ambiente de trabalho, equipamentos de trabalho atualizados.",21 de fev. de 2024,3.0,1,Positive,0.6978273987770081
84273018,Agenda Assessoria,Consultor Técnico,Funcionário(a) atual,"Certa estabilidade visto que para o ramo da empresa é difícil encontrar pessoas qualificadas.
",11 de fev. de 2024,4.0,1,Neutral,0.9335650205612183
79695669,Agenda Assessoria,Analista De Qualidade Pleno,Funcionário(a) atual,"Durante esses 5 anos adiquiri conhecimento técnico em testes de qualidade, o que contribuiu para a melhoria contínua dos processos e produtos da empresa. Equipe colaborativa, facilitando a comunicação e resolução de problemas. Mentoria e Treinamento: Além das responsabilidades regulares, cresci em Soft skills ao orientar e treinar novos membros da equipe, contribuindo para o crescimento e desenvolvimento de talentos internos.",1 de set. de 2023,4.0,1,Neutral,0.9242663383483887
80958783,Agenda Assessoria,Analista De Requisitos,Funcionário(a) atual,Muita oportunidade de crescimento e aprendizado.,15 de out. de 2023,3.0,1,Positive,0.9640601873397827
79135080,Agenda Assessoria,Consultor Técnico,Funcionário(a) atual,Ambiente acolhedor no escritório de atendimento Dificuldades reais trazem aprendizados reais Funcionários extremamente qualificados,14 de ago. de 2023,5.0,1,Neutral,0.9642935991287231
79601356,Agenda Assessoria,Técnico Operacional,"Funcionário(a) atual, mais de 10 anos","Reconhece quem trabalha, ambiente bom.",29 de ago. de 2023,4.0,1,Positive,0.8088105916976929
76993565,Agenda Assessoria,Consultor Sênior,"Funcionário(a) atual, mais de 5 anos","Renumeração rigorosamente em dia, impostos e contribuições sempre recolhidas, bom ambiente de trabalho, equipamentos compatíveis com a atividades, excelente estrutura e respeito para o colaborador;",1 de jun. de 2023,5.0,1,Neutral,0.897586464881897
76885180,Agenda Assessoria,Recenseador,"Funcionário(a) atual, menos de um ano","Pagamento em dia, apenas um salário em contrato temporário, mas pagavam vale alimentação.",29 de mai. de 2023,5.0,1,Neutral,0.988362729549408
76680734,Agenda Assessoria,Recenseador,"Ex-funcionário(a), menos de um ano","Aceitam atestado, pagam muito bem e cumprem todos as obrigações trabalhistas. Boa empresa!",22 de mai. de 2023,5.0,1,Positive,0.9873737692832947
76297163,Agenda Assessoria,Consultor Técnico,"Ex-funcionário(a), mais de um ano",Para primeiro emprego é uma boa empresa,10 de mai. de 2023,2.0,1,Positive,0.7846759557723999
76371220,Agenda Assessoria,Analista De Requisitos,"Funcionário(a) atual, menos de um ano","Excelente ambiente de trabalho, muito amistoso.",12 de mai. de 2023,5.0,1,Positive,0.9904338121414185
76260714,Agenda Assessoria,Consultor Técnico,"Funcionário(a) atual, mais de 5 anos","nada para declarar como pós, alem da possibilidade de obter conhecimento e pouco",9 de mai. de 2023,1.0,1,Neutral,0.9799285531044006
74110865,Agenda Assessoria,Consultor Técnico,Funcionário(a) atual,"Excelente empresa, ambiente agradável, alimentação no local, oportunidade de crescimento.",1 de mar. de 2023,5.0,1,Positive,0.9891666769981384
71591580,Agenda Assessoria,Técnico Operacional,Funcionário(a) atual,"Local de extrema qualidade, recursos humanos sempre integrando a melhorias das relações interpessoais.",3 de dez. de 2022,5.0,1,Positive,0.9791529774665833
68702522,Agenda Assessoria,Consultor,Ex-funcionário(a),"Pagam em dia, tudo regularizado.",4 de set. de 2022,1.0,1,Neutral,0.9741166234016418
68504931,Agenda Assessoria,Economista,"Ex-funcionário(a), mais de um ano",Ótimo para adquirir experiência e aprender a se desenvolver no mercado de trabalho.,30 de ago. de 2022,3.0,1,Positive,0.6981045007705688
67675115,Agenda Assessoria,Técnico Operacional,"Funcionário(a) atual, menos de um ano",Colegas de trabalhos são legais,8 de ago. de 2022,2.0,1,Positive,0.7521089911460876
67307904,Agenda Assessoria,Desenvolvedor Sênior,Funcionário(a) atual,Existem vários prós para esta empresa.,29 de jul. de 2022,5.0,1,Neutral,0.9774662852287292
66284241,Agenda Assessoria,Analista De Qualidade,Funcionário(a) atual,"em uma outra oportunidade, respondo o questionamento.",4 de jul. de 2022,4.0,1,Neutral,0.9901143312454224
63663838,Agenda Assessoria,Consultor Técnico,Funcionário(a) atual,Para primeiro emprego e colocação no mercado de trabalho é boa.,4 de mai. de 2022,2.0,1,Neutral,0.9537498950958252
63239605,Agenda Assessoria,Consultor Técnico,"Ex-funcionário(a), mais de 5 anos","Empresa valoriza o funcionário, dando oportunidade de crescimento.",25 de abr. de 2022,5.0,1,Positive,0.5760456323623657
62735876,Agenda Assessoria,Analista De Implantação,Funcionário(a) atual,A empresa capacita os funcionários.,13 de abr. de 2022,4.0,1,Neutral,0.954092800617218
61536428,Agenda Assessoria,Consultor Juridico,"Ex-funcionário(a), mais de um ano","Ótima condições de trabalho, ambiente agradável, supervisores acessíveis",21 de mar. de 2022,3.0,1,Positive,0.9870686531066895
54189457,Agenda Assessoria,Consultor Técnico,"Funcionário(a) atual, mais de 3 anos",oportunidades de aprender novas funções já que a empresa distribui diversas atividades de outros setores,19 de out. de 2021,2.0,1,Neutral,0.9739058017730713
55626681,Agenda Assessoria,Analista,Funcionário(a) atual,"oportunidade, pessoas que te auxiliam mt no crescimento",20 de nov. de 2021,4.0,1,Neutral,0.7906245589256287
56290408,Agenda Assessoria,Coordenador,"Ex-funcionário(a), menos de um ano",Salário e cuidado do colaborador,6 de dez. de 2021,3.0,1,Neutral,0.9830192923545837
54575383,Agenda Assessoria,Economista,"Funcionário(a) atual, menos de um ano",Ótima oportunidade de aprendizado para quem está ingressando no mercado de trabalho,27 de out. de 2021,2.0,1,Positive,0.9776623845100403
50173513,Agenda Assessoria,Consultor Técnico,"Funcionário(a) atual, mais de 3 anos","Faço a gestão do meu próprio trabalho, tenho um líder amigo, muito empático e que nos incentiva a crescer.

Tem um plano de cargos e salários que, neste cargo, pode chegar a um $8000,00.",23 de jul. de 2021,4.0,1,Neutral,0.7583638429641724
55285409,Agenda Assessoria,Consultor Técnico,Funcionário(a) atual,Auxílio de 180 reais para plano de saude particular.,12 de nov. de 2021,1.0,1,Neutral,0.9860398769378662
54647519,Agenda Assessoria,Desenvolvedor,Ex-funcionário(a),"Reconhecimento profissional, salário justo, gestão humanizada.",28 de out. de 2021,5.0,1,Neutral,0.9631534218788147
52619463,Agenda Assessoria,Assistente Técnico,"Funcionário(a) atual, menos de um ano","De segunda-feira a sexta-feira
Plano de saúde
Boa refeição",15 de set. de 2021,2.0,1,Neutral,0.978061318397522
49609973,Agenda Assessoria,Funcionário confidencial,"Ex-funcionário(a), menos de um ano","Ótimo ambiente de trabalho, equipe, organização e estrutura da empresa são excelentes",11 de jul. de 2021,3.0,1,Positive,0.9877569675445557
49090798,Agenda Assessoria,Técnico Operacional,"Funcionário(a) atual, menos de um ano","Ambiente de trabalho, equipe de colaboradores",29 de jun. de 2021,4.0,1,Neutral,0.9870988726615906
49871465,Agenda Assessoria,Recenseador,"Ex-funcionário(a), mais de um ano",Ótima equipe; boa cultura; tecnologia.,16 de jul. de 2021,5.0,1,Positive,0.9909079074859619
27127286,Agenda Assessoria,Técnico Em Suporte Técnico,Funcionário(a) atual,"Organização de processos, ambiente de trabalho adequado e agradável, remuneração rigorosamente em dias. A empresa oferece um plano de carreira, mas não se aplica a todas as áreas.",8 de jan. de 2019,3.0,1,Neutral,0.9836106300354004
27018660,Agenda Assessoria,CONTADOR,Funcionário(a) atual,"A estrutura é muito boa, a comida no refeitório é muito gostosa e não deixa cheiro nas roupas. Todos os ambientes externos e internos são climatizados.",15 de mai. de 2018,3.0,1,Positive,0.9853478074073792
29736642,Agenda Assessoria,Funcionário confidencial,Funcionário(a) atual,A Agenda Assessoria tem uma excelente estrutura,10 de out. de 2019,5.0,1,Positive,0.9776937961578369
40663734,Agenda Assessoria,QA Analyst,"Funcionário(a) atual, mais de 5 anos","A equipe é o diferencial
Espaço gourmet
Mesa de Ping pong e vídeo games no horário de almoço disponível",13 de jan. de 2021,3.0,1,Neutral,0.9885369539260864
47381444,Agenda Assessoria,Consultor,"Funcionário(a) atual, menos de um ano","Pessoas agradáveis, receptivas e sempre prontos a ensinar o que sabe",24 de mai. de 2021,4.0,1,Positive,0.7547188401222229
31391292,Agenda Assessoria,Funcionário confidencial,Funcionário(a) atual,otima empresa para trabalhar muito bom,20 de jan. de 2020,5.0,1,Positive,0.9917272329330444
46210108,Agenda Assessoria,CONTADOR,Ex-funcionário(a),ótima empresa para se trabalhar,28 de abr. de 2021,5.0,1,Positive,0.9859840273857117
32868677,Agenda Assessoria,Economista,Funcionário(a) atual,Ótimo relacionamento com a gerencia,24 de abr. de 2020,5.0,1,Positive,0.9892323017120361
42390231,Agenda Assessoria,CONTADOR,"Funcionário(a) atual, mais de 3 anos","Flexível, Ambiente bom pra se trabalhar",12 de fev. de 2021,3.0,1,Positive,0.9536485075950623
69133783,Agenda Assessoria,Técnico Operacional,"Ex-funcionário(a), mais de 3 anos",Salário em dias. Ambiente organizado.,16 de set. de 2022,2.0,1,Neutral,0.9404960870742798
83518441,Amaggi,Coordenador Técnico,"Funcionário(a) atual, mais de 3 anos","salario, vale, unimed, plano de carreira",19 de jan. de 2024,5.0,1,Neutral,0.9898303151130676
82855955,Amaggi,Gerente De Compras,"Ex-funcionário(a), mais de 5 anos","É uma empresa grande e bem vista, faz bem para cv",26 de dez. de 2023,3.0,1,Positive,0.9547182321548462
83091562,Amaggi,Almoxarife,Funcionário(a) atual,"Empresa muito boa, os processo tudo a muito bom",5 de jan. de 2024,5.0,1,Positive,0.990995466709137
82882946,Amaggi,Assistente Administrativo,"Funcionário(a) atual, menos de um ano","Muito aprendizado, reconhecimento, empresa muito boa pra trabalhar",27 de dez. de 2023,5.0,1,Positive,0.9878368973731995
